CAMIS,DBA,Lat,Lng,Cuisine,Grade
41391961,MONKEY BAR,40.7598899,-73.9732086,American,A
50036254,THINK COFFEE,40.7605396,-73.9990578,CoffeeTea,A
50043041,CREPE CAFE,40.7908329,-73.9475154,American,A
50001826,TAQUERIA OAXACA,40.5108329,-74.248459,Spanish,A
50003786,SHAWARMANIA,40.7749351,-73.9118598,Middle Eastern,A
41400202,SUBWAY,40.7060347,-73.8968952,Sandwiches,A
41533022,MEI WEI KITCHEN RESTAURANT,40.742255,-73.8812783,Asian,A
50015505,A SUSHI,40.7194973,-73.8433461,Japanese,A
40580683,THE ORIGINAL PIZZA OF AVENUE L,40.6378419,-73.8963619,Pizza,A
41385083,KOSHER PIZZA TIME,40.6249347,-73.9624397,Pizza,A
41261371,Super Crown Fried Chicken & Pizza,40.8218454,-73.9009061,Chicken,B
50053334,KFC,40.8165283,-73.9184426,Chicken,A
41057286,FINO RISTORANTE,40.7053349,-74.00836,Italian,B
41557895,GRIMALDI'S,40.741213,-73.994006,Pizza,B
40996465,OXFORD BAKE SHOP,40.682182,-73.8369628,Bakery,A
41341734,CHINA VILLAGE RESTAURANT,40.7170711,-73.9997242,Chinese,A
50015012,NY FAMILY PIZZA,40.583287,-74.09508,Pizza/Italian,A
50013879,K RICO,40.764324,-73.987923,American,A
41009364,LIMAN RESTAURANT,40.583526,-73.941115,Mediterranean,A
50017475,EL PARROQUENO RESTAURANT,40.7468396,-73.8625731,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",B
41427023,GREAT WALL CHINESE RESTAURANT,40.7237598,-73.8478741,Chinese,A
50018300,CAFE R,40.7488201,-73.9897107,American,B
50046224,BAKER'S PIZZA,40.729432,-73.9812975,Pizza,A
50000974,TABLE 71 @ MARRIOTT CORTYARD,40.750434,-73.986914,Continental,A
41722945,KUMO SUSHI,40.7785099,-73.9809172,Asian,B
41308481,LULA BEAN,40.7120112,-73.9413636,CoffeeTea,A
50004330,KFC,40.6434349,-74.0117796,Chicken,A
40841272,SYLVIA'S RESTAURANT,40.8086445,-73.944479,Soul Food,B
41709400,FU LAI O KITCHEN,40.6359897,-74.0256332,Chinese,A
50003622,XING WANG FUZHOU CUISINE,40.7571685,-73.8293166,Chinese,B
41239497,WILLIE'S STEAK HOUSE,40.8320394,-73.8648724,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",B
41519587,BLIND BARBER,40.7271546,-73.9801496,American,A
41246004,FLEX MUSSELS,40.7763107,-73.9565067,American,A
41385657,HOWL AT THE MOON BAR & GRILL,39.0981947,-94.5812997,American,A
50043160,BOULEVARD BAGEL CAFE,40.7703246,-73.9185409,Bagels/Pretzels,A
50071962,Moses Grill Bar,40.6218681,-73.9457654,Jewish/Kosher,A
40379355,MCALEER'S PUB,40.7839848,-73.9774861,Irish,A
41641577,EL CASTILLO BAR RESTAURANT,40.6994763,-73.9231956,Spanish,A
41713348,HAPPY SU GARDEN,40.7600721,-73.829336,Chinese,A
41420397,69 BAR LOUNGE,40.588002,-73.955921,"Bottled beverages, including water, sodas, juices, etc.",A
41345052,BROADWAY GOURMET,40.7246816,-73.9970867,American,A
41712970,EL PATIO,40.708703,-73.780373,Spanish,A
50046042,LA CANTINA,40.8570978,-73.8863898,"Bottled beverages, including water, sodas, juices, etc.",A
40388619,BENNYS BURRITOS,40.7380178,-74.0021251,Tex-Mex,A
41600842,BIEN CUIT,40.687697,-73.990028,Bakery,A
50017476,DUNKIN' DONUTS,40.7592046,-73.9685561,Donuts,A
40936973,RANDOM HOUSE,40.7651709,-73.9824348,American,A
50007971,EL PITALLITO RESTAURANT,40.8363067,-73.9428419,Spanish,A
50035614,ELUDZ LOUNGE,40.625356,-73.9278387,Caribbean,B
41708214,YANG KEE'S NO.1 CHINESE KITCHEN,40.6797935,-73.8622064,Chinese,A
50017917,DUMPLINGS AND THINGS,40.7424456,-73.9189526,Chinese,A
50015061,SPACE IBIZA NY,40.766805,-73.996215,American,A
50035139,TACOS EL BRONCO RESTAURANT,40.6500893,-74.009166,Mexican,B
41595453,CONCOURSE MULTIPLEX CINEMAS,40.8250748,-73.9214337,American,A
41646157,MEI JUNG MEI CHINESE RESTAURANT,40.6361764,-73.95154,Chinese,A
50038846,LOL STAND UP COMEDY,40.7595625,-73.9841629,American,A
41637689,CHEEBURGER CHEEBURGER,40.7204529,-73.8426127,Hamburgers,A
50039727,TATIANA GRILL AND CAFE,40.5756798,-73.9617282,Russian,A
41194024,HUMMUS PLACE,40.7800932,-73.9803667,Middle Eastern,A
41339289,THE GOOD FORK,40.6759592,-74.0142655,American,A
40999287,IL COLOSSEO,40.612185,-73.997478,Italian,A
41583458,SPRINKLES CUPCAKES,40.7632678,-73.9676676,Bakery,A
41024987,NEIL'S COFFEE SHOP,40.76898,-73.9631032,American,B
50006606,LITTLE  CAESARS,40.747955,-73.879807,Pizza,A
41223399,GOOGLE CAFETERIA,40.7406375,-74.0020388,American,A
41636059,REGGIANO'S BRICK OVEN PIZZA,40.5109619,-74.2419573,Italian,A
50037627,B & Y CATERING (Jewish Community Center),47.7908345,-122.2100452,Jewish/Kosher,A
41424721,LAS DELICIAS PERUANAS RESTAURANT,40.7476396,-73.8603856,Peruvian,A
40378035,"DUNKIN' DONUTS, BASKIN ROBBINS",40.73949,-73.8153546,Donuts,B
41319055,GRAND SICHUAN EASTERN,40.758307,-73.96633,Chinese,B
40750451,THE COURTYARD ALE HOUSE,40.7433399,-73.9237307,American,A
40738008,AU BON PAIN,40.7029851,-74.0131877,Sandwiches/Salads/Mixed Buffet,A
50000310,LA CALENITA BAKERY,40.7474176,-73.8830767,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50000905,SUBWAY,40.7991184,-73.9689554,Sandwiches/Salads/Mixed Buffet,A
41593540,DRAFT BARN,40.584397,-73.945294,American,A
50057373,NO.1 KITCHEN,40.6749663,-73.9633804,Chinese,A
41523649,OUR PLACE CHINA CHALET,40.773394,-73.9558204,Chinese,A
41685208,PAPA'S HALAL CHICKEN & GRILL,40.6252911,-74.1485158,Indian,A
41326351,BRASSERIE COGNAC,40.7647433,-73.9819771,French,A
50002694,ART HOUSE RESTAURANT,40.5942795,-73.9501902,French,A
41719675,SAJOMITA RESTURANT,40.6498193,-73.952589,Spanish,A
41165642,PANE E VINO,40.6857847,-73.9912296,Italian,B
50003921,EL TORO TAQUERIA,40.6873854,-73.9764334,Mexican,A
50067449,HOLIDAY INN EXPRESS BRONX,40.8179875,-73.9303997,CoffeeTea,A
50067464,BLISS BOWL,40.7150509,-74.0111352,Asian,A
41566404,LUNCH BOX,40.624566,-74.142324,American,A
41164822,35 DUET,40.7503282,-73.9863619,Japanese,A
50017760,PETER PAN DONUTS AND PASTRIES,40.7260834,-73.9523074,Bakery,A
50005823,TAVERN ON THE GREEN,40.7721869,-73.9777215,American,A
50051458,SUPER KENNEDY'S CHICKEN & SANDWICH,41.4968896,-74.0296245,Chicken,C
50040892,BEST CHOICE CARIBBEAN RESTAURANT AND JUICE BAR,40.8857802,-73.8550612,Caribbean,B
50053730,D DELI COFFEE SHOP,40.7127126,-73.9183075,CoffeeTea,B
40710951,LENFEST CAFE - JEROME GREEN HALL,40.8070804,-73.9602897,CoffeeTea,A
50033432,MADISON BAGEL AND GRILL,40.7117455,-74.0003931,American,A
41554855,HALAL GYRO KING,40.6322438,-73.9670865,Middle Eastern,A
50051452,CONEY DELI PIZZA,40.5861323,-73.9667914,Delicatessen,A
50010453,LA FOGATA,40.6055627,-74.0001984,Spanish,C
41266591,MCGARRY'S,40.7530594,-73.9968647,American,A
50004033,CHIPOTLE MEXICAN GRILL,40.7442477,-73.9878677,Mexican,A
40606772,GEMINI DINER,40.745438,-73.9757256,American,A
41519256,BENJYS KOSHER PIZZA & DAIRY RESTAURANT,40.724751,-73.8211792,Jewish/Kosher,A
50049662,NEW CARRIZAL RESTAURANT,40.6897974,-73.9228741,Spanish,B
41516263,NO QUARTER,40.6253261,-74.0241409,American,A
50018845,PASTICCERIA ROCCO,40.6167006,-74.0310106,CoffeeTea,A
40635781,CARAVAN OF DREAMS,40.7263767,-73.9856524,Vegetarian,A
41277210,NAIDRE'S,40.6654323,-73.9830462,American,A
41709398,THE PANTHER ROOM,40.722289,-73.957836,American,A
40395872,CARIDAD RESTAURANT,40.8264242,-73.9509786,Spanish,A
50042533,DORLAN'S,40.7072458,-74.002472,American,A
41694309,"BURGER KING, POPEYES LOUISIANA KITCHEN",40.6545444,-73.8390092,Hamburgers,A
41225880,BENNY'S PIZZA RESTAURANT,40.712361,-73.7857128,American,A
40372618,BURGER KING,40.6679373,-73.7805616,Hamburgers,A
41626893,OAK & IRON,37.5468807,-96.0628331,Armenian,A
50042840,DUNKIN' DONUTS,40.8082801,-73.9456969,Donuts,A
40794835,PIZZA PORT,40.6699849,-73.820734,Pizza,A
41533970,DUNKIN' DONUTS,40.8590788,-73.8985249,American,A
50037438,MEET THE MEAT,40.7770481,-73.9214503,Steak,A
50004682,I LOVE PIZZA,40.82106,-73.912766,Pizza,A
50014033,HAPPY KITCHEN INC,40.7175291,-73.7397077,Chinese,A
41306250,SIDO GOURMET,40.752168,-73.9708311,Mediterranean,A
41423288,MAPLE GARDEN,40.755074,-73.827717,Chinese,A
50036360,HOUSEMAN RESTAURANT,40.7257495,-74.009323,American,A
40810784,BARRAGE,40.7618503,-73.9904969,American,A
50002641,EL RINCONCITO DEL SABOR DOMINICANO,40.874012,-73.884216,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
41406341,NATURE'S GRILL,40.631608,-74.027502,American,A
50045303,GRAND PANDA RESTAURANT,40.6487896,-73.8971059,Chinese,A
41014384,TONIC TIMES SQUARE,40.7600407,-73.9837737,American,A
40374088,PONGSRI THAI RESTAURANT,40.7606585,-73.9865665,Thai,A
50071837,ZAI LAI,40.7671243,-73.9830144,Chinese,A
41420952,LA CASA DE LOS ANOJITOS,40.7495812,-73.8848676,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",C
41698598,LULU JUICY FRUIT,40.8122012,-73.9033448,"Juice, Smoothies, Fruit Salads",A
41498521,SUSHI ROXX,40.7496692,-73.97822,American,A
40375634,PARIS BLUES,40.8064091,-73.949887,American,A
41311922,HAPPY FRESH TORTILLA GRILL,40.6676787,-73.9806197,Tex-Mex,A
41677130,SAIGUETTE,40.799037,-73.962782,Vietnamese/Cambodian/Malaysia,A
41210485,BISTRO CHAT NOIR,40.7679531,-73.9687753,French,A
50033339,BITE OF HONG KONG,40.717393,-73.994428,Chinese,A
50010993,THE COPPER STILL,40.7295314,-73.9872076,Irish,A
50003153,KELLOGG'S DINER,40.7138573,-73.9517919,American,A
40599617,LUNCH BOX,40.7681841,-73.9853121,American,B
50049171,CREPE SUCRE/THE FRENCH BLOCK,40.7408498,-74.0046958,French,A
41416781,RYEHOUSE,40.7383804,-73.9930196,American,A
50016741,BOMBAY GRILL,40.6223671,-74.0317556,Indian,C
41172734,JUNIOR'S RESTAURANT,40.7580977,-73.9866389,American,A
41129994,CANAL BAR,40.677907,-73.9858806,American,A
50040391,RIVER DOCK BAR & GRILL,40.6446792,-74.0729226,American,C
41270009,FORTY CARROTS,40.762047,-73.9671988,American,A
41615286,KISSATEN JIN,40.8154715,-73.9587881,Japanese,A
40669474,THE MANSION GRAND,40.5446553,-74.1407427,American,A
50006323,LA ISLA,40.6989627,-73.9182589,Spanish,B
50006436,SEATTLE CAFE,40.744481,-73.933143,American,A
41608854,GAL BI MA EUL,40.7581275,-73.7874557,Korean,A
41357172,JUSTINE RESTAURANT,40.835633,-73.9216044,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",C
41152996,LUIGIS GRILL PIZZA,40.7655549,-73.983421,Pizza/Italian,B
50037442,WEST END HALL BEER GARDEN,40.8009741,-73.9676427,American,A
50042717,M GREENPOINT,40.7263039,-73.9520157,Chinese,A
41563757,PIEKIELKO GRILL BAR,40.7124272,-73.9059931,Polish,A
41176692,EL SOL DE MEXICO DELI GROCERY,40.6982296,-73.8061426,Mexican,B
50040676,DOS TOROS,40.7069214,-74.0068274,Mexican,A
41704194,THE BREAD FACTORY,40.752048,-73.990316,American,B
41056448,A & C KITCHEN,37.220166,-95.6990574,Chinese,A
41690532,KINGSBRIDGE DONUT SHOP,40.87988,-73.9063083,American,A
41461979,FIVE STARS RESTAURANT,40.8468387,-73.8979631,American,B
41271801,PINO'S,40.643753,-74.011382,Pizza,A
41067651,BOUNCE,40.7415426,-73.9929838,American,A
50016080,DDM YUPDDUK,40.747203,-73.9861903,Korean,A
41681923,MIST HARLEM,40.801228,-73.948536,American,B
41400630,SAFFRON,40.6542721,-73.8389542,Spanish,A
41621477,DUET,40.6135746,-73.9123321,Bakery,A
41569773,LOCAL 138,40.7470745,-73.4160478,American,A
40791454,LA CABANA JARABACOA RESTAURANT,40.7093544,-73.8984198,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
41223834,CHIPOTLE MEXICAN GRILL,40.7484653,-73.9850854,Mexican,A
50033676,CAFE ARTE,40.7076831,-74.0095308,Delicatessen,B
50055324,969 NYC COFFEE,40.7477546,-73.8857327,CoffeeTea,A
41707964,900 PARK,40.846573,-73.859012,Italian,A
41701184,LITTLE CAESARS,40.8245437,-73.8916332,Pizza,A
50045428,COCO MALAYSIA,40.741881,-73.8806763,Asian,A
41478974,BIG DADDY'S,40.7911514,-73.9739083,American,A
50058135,WENDY'S,40.703441,-73.8003946,Hamburgers,A
41189162,DENO'S SNACK BAR/FAMIGLIA,40.5733197,-73.9790013,American,A
40814300,CARVEL ICE CREAM,40.8177893,-73.9224089,"Ice Cream, Gelato, Yogurt, Ices",A
41537807,LIBERTY DINER,40.8552261,-73.8554995,American,A
40386675,COPPER KETTLE,40.7459197,-73.9135044,American,A
41689595,BARRACA/MACONDO,40.737047,-74.001566,Spanish,B
41337371,VINA DEL MAR RESTAURANT,40.7021702,-73.8091592,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50015967,L.A. Pizzeria,40.7472594,-73.9443527,Pizza,A
41505364,NEW HONG CHEONG RESTAURANT,40.6868081,-73.9663172,Chinese,A
50001880,GANG SAN DEUL,40.7677353,-73.7387433,Korean,C
50008376,PLACE FRIED CHICKEN,40.700775,-73.913028,American,A
41407455,CINEMA VILLAGE,40.7340685,-73.9933289,American,A
40807227,MARY'S FISH CAMP,40.7347626,-74.0032376,Seafood,A
50034545,YUPDDUK,40.7634218,-73.807586,Korean,A
50001394,EL FOGON RESTAURANT,40.7018592,-73.9088531,Spanish,A
50041204,SUSHI SUKI,40.774565,-73.948417,Japanese,A
41699229,SAN MARZANO,40.7279967,-73.9884379,American,A
50039131,PRET A MANGER,40.7541587,-73.9885563,American,A
50001701,CHINA XIANG,40.7581389,-73.9923427,Asian,B
50018155,NO. 1 KITCHEN,40.8202637,-73.9020035,Chinese,A
41431210,MARACUS CLUB AND RESTAURANT,40.7003489,-73.8278419,American,A
41637125,HAVEN'S KITCHEN,40.73969,-73.99592,American,A
41307517,CUE BAR,40.7598277,-73.769294,American,B
41719499,TOASTIES,40.7569121,-73.9775378,American,A
40815044,IRON CHEF HOUSE,40.6972499,-73.9926217,Japanese,B
41262936,MICKEY'S PLACE,40.7638172,-73.7708157,Japanese,A
41554812,MI PEQUENA CHOLULA DELI RESTAURANTE,40.699165,-73.916474,Mexican,A
41542492,FAR EAST SZECHUAN KITCHEN,40.7294599,-73.8154355,Chinese,A
40377385,NAPOLI PIZZA,40.7328495,-73.8047246,Italian,A
50057982,KI SUSHI,40.6785327,-73.9736913,Japanese,A
50001277,NAGLE BAKERY,40.8606734,-73.9269232,Bakery,B
40364576,TOUT VA BIEN,40.763406,-73.986219,French,C
40695079,LENNY'S BAGELS,40.7961844,-73.9710304,Bagels/Pretzels,B
50010419,SWEET LIFE PASTRY,40.8376058,-73.9428237,Bakery,A
41716870,GLASSERIE,40.7377547,-73.9561761,Mediterranean,A
50050113,LENWICH,40.7573937,-73.9664247,Sandwiches,A
41577737,COULEUR CAFE,40.6633241,-73.9842706,CoffeeTea,A
40705983,MI PUEBLITO BAKERY/COMIDA TIPICA MEXICANA,40.8351196,-73.9188435,Mexican,B
41120866,LA ESQUINA ''THE CORNER'',40.721368,-73.9975291,Mexican,B
41464273,NO. 1 CHINA GARDEN KITCHEN,40.8405425,-73.921925,Chinese,A
40396464,ESS-A-BAGEL,40.7561191,-73.9703639,Bagels/Pretzels,A
41497403,BASICS CAFETERIA,40.8269069,-73.9069467,American,A
40984099,HERALD SQUARE MARKET,40.7507129,-73.986878,American,A
41680471,LITTLE RASCAL,40.720784,-73.994927,Turkish,A
50048064,JES DISTINCTIVE CATERING,40.8693814,-73.8444952,Caribbean,B
50041222,LE FRAPE,40.7713869,-73.922231,CoffeeTea,A
41349905,NEW ASIAN RESTAURANT,40.7606993,-73.8040579,Chinese,A
41688658,PRET A MANGER,40.7334799,-73.9912818,Soups & Sandwiches,A
41219793,THE MONKEY ROOM,40.854958,-73.937228,American,A
41148236,SUSHI FAMILY EXPRESS,40.7642161,-73.8282556,Japanese,B
41660537,AMERICAN BAR,40.7708968,-73.9540829,American,A
41617662,CJ'S JAMAICAN RESTAURANT & BAKERY,41.1800787,-73.1611937,Caribbean,C
41296368,IL PASSATORE,40.714349,-73.942017,Italian,A
41157758,DOMINO'S,40.6723589,-73.8913831,Pizza,A
41613239,BLACK BRICK,40.7142217,-73.961721,CoffeeTea,A
41019412,GEN RESTAURANT,40.6776231,-73.9635517,Japanese,A
50067398,69th Coffee Shop,40.7367347,-73.8956129,Mexican,A
50014243,REUNION,40.71704,-73.95182,CoffeeTea,A
50034770,SANDWEDGE GRILLE,40.865589,-73.8988719,American,A
41355701,SILO CAFE,40.7554676,-73.9705784,Delicatessen,B
50045463,SUN SHINE SEAFOOD RESTAURANT,40.7139752,-73.996135,Chinese,A
50001635,OCEAN STYLE SUSHI/JAPANESE RESTAURANT,40.5888437,-73.9491704,Japanese,A
41699662,5 STAR VILLAGE CAFE,40.6090258,-73.9625277,Russian,A
41461968,ROUND TWO KARAOKE,40.7623163,-73.8017374,Korean,A
41691085,COFFEED,40.7519217,-73.9260791,CoffeeTea,C
50005580,THE SHANNON POT,40.7478777,-73.9451726,American,A
41255390,27 SPORTS BAR & CAFE,40.844353,-73.914972,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
41722813,PONCHE TAQUERIA,40.763158,-73.990471,Mexican,A
41308287,BUTTERMILK CHANNEL,40.6759936,-73.9992307,American,A
40744131,ANTOJITOS MEXICANOS,40.705419,-73.9431568,Mexican,A
50001118,SHEN ZHOU RESTAURANT,40.7002968,-73.9246238,Chinese,A
50001471,ROY'S RESTAURNT & BAR,33.0402848,-96.8284482,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
41572121,LUKE'S PIZZA,40.8293624,-73.891524,Pizza,A
41591580,JPAN SUSHI RESTAURANT,40.6736681,-73.9823717,Japanese,A
41306250,SIDO GOURMET,40.752168,-73.9708311,Mediterranean,B
41171216,EAST SIDE BILLIARD,40.7794992,-73.9544547,American,C
41060064,EN JAPANESE BRASSERIE,40.7306106,-74.0071557,Japanese,A
40511904,KITTY KIERNANS,40.6153003,-74.0342062,Irish,A
40385767,ACADEMY RESTAURAUNT,40.6872913,-73.9757461,American,A
41519587,BLIND BARBER,40.7271546,-73.9801496,American,A
50003490,THE SMOKE HOUSE,40.69209,-73.7612691,Caribbean,A
41626893,OAK & IRON,37.5468807,-96.0628331,Armenian,A
41678934,MEATBALL OBSESSION,40.7369412,-73.9967105,Italian,A
41692661,KUM WEI KITCHEN,40.7007111,-73.8975987,Chinese,A
50017538,ELI'S ESSENTIALS,40.7839696,-73.9568082,American,C
50051272,JUICE PRESS @ EQUINOX,40.77053,-73.957461,"Juice, Smoothies, Fruit Salads",A
40394723,THE ABBEY PUB,40.8005319,-73.967435,American,B
40588072,CIRO PIZZA,40.5822536,-73.8353156,Pizza,A
50059785,CAPY CAFE,40.7472418,-73.8838262,Spanish,A
50005214,BROOKLYN SAFE HOUSE,40.7288735,-73.9572071,American,A
50045270,CROWN FRIED CHICKEN AND PIZZA,40.6726165,-73.9393194,Other,A
50040511,SAZON Y MAS,40.8481047,-73.9380714,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50001172,POPEYES LOUISIANA KITCHEN,40.6908891,-73.7621327,Chicken,A
41608858,CITY SNOOKER POOL HOUSE,40.7457168,-73.8896159,"Bottled beverages, including water, sodas, juices, etc.",B
50033952,FOREVER TASTE RESTAURANT,40.7129459,-73.9898132,Chinese,A
50004960,THE CIVIL SERVICE CAFE,40.6892741,-73.9511399,CoffeeTea,C
40716118,DO HWA,40.7299611,-74.0042313,Korean,A
50041154,FAHR FRESH AND HOT PIZZA,40.7193444,-73.9898627,Pizza,A
40698274,BELLO GIARDINO,40.776669,-73.9788803,Italian,C
40394357,ABITINO'S PIZZA,40.748177,-73.9736423,Pizza,A
41294887,HAMPTON INN & SUITES,40.7480601,-73.9901844,Continental,A
50000853,TASTY DELI,40.8417384,-73.9390109,American,A
41559183,LILLIAN PIZZERIA,40.7169672,-73.8523108,Pizza,A
41706796,FOREST HILLS DINER,40.722019,-73.8503993,American,A
41497410,SALAAM BOMBAY,40.717044,-74.010526,Indian,B
50063441,AVENA,40.760997,-73.968618,Italian,C
40424955,PANEORAMA BAKERY,40.6942801,-73.8496289,Bakery,A
41660608,GOOD DAY RESTAURANT,40.6208485,-73.9886501,Chinese,B
50005543,LAS PALMAS RESTAURANT,40.837658,-73.942561,Mexican,A
50033893,MUKTIE RESTAURANT,40.824578,-73.909179,American,A
41679060,E-CHIBAN SUSHI JAPANESE RESTAURANT,40.707541,-73.897193,Pizza,A
50058045,POST,40.7229412,-73.982991,American,A
50042839,LATIN BITES,40.7661014,-73.9555634,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",B
41494299,ASTORIA BOWL,40.7732631,-73.8947444,American,A
40949441,THE SEA GRILL,40.7584094,-73.9784184,Seafood,A
40957903,STARBUCKS,40.7526032,-73.9092862,CoffeeTea,A
41128262,BRUNO'S CATERING & CAFE,40.7329112,-73.9810844,American,A
40483697,LUNT FONTANNE THEATER,40.759029,-73.9859506,American,A
40371454,WEST BANK CAFE,40.7587711,-73.9930129,American,A
41105288,DUNKIN' DONUTS,40.6177862,-73.9596508,Donuts,A
41716209,AJISAI,40.7637736,-73.9667815,Japanese,B
50054031,GIRASOL BAKERY,40.699117,-73.833825,Bakery,A
50017982,HAPPY GARDEN,40.830057,-73.918777,Chinese,A
41504624,THE ORIGINAL SOUPMAN,40.7653617,-73.9834086,Soups,A
50014519,PAPA JOHN'S,40.8716068,-73.8775587,Pizza,A
41694926,IMPERIAL RESTAURANT DELI,40.8622507,-73.8574775,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50034842,THE COOP,40.7594887,-73.8325962,Korean,A
41168057,RISTORANTE GRIFONE,40.7524063,-73.970995,Italian,A
50073124,HEALTHY FIT NYC,40.5914025,-73.9405155,"Juice, Smoothies, Fruit Salads",A
40379894,AQUEDUCT NORTH,40.8978047,-73.8673979,Irish,A
41573988,LA BOULANGERIE,40.7192783,-73.8417086,Bakery,A
40625667,TAQUERIA RESTAURANTE MI BARRIO,40.6416446,-73.9814049,Mexican,A
41486945,REGINA'S CAFE & PIZZERIA,40.7261806,-73.7915163,Pizza/Italian,A
40939208,SUGARCANE,40.6802913,-73.9750339,Caribbean,A
41427023,GREAT WALL CHINESE RESTAURANT,40.7237598,-73.8478741,Chinese,A
41719674,EL CACIQUE BAR RESTAURANT,40.6797671,-73.8776469,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
41609113,NOORMAN'S KIL,40.7114524,-73.9478371,American,B
41250498,NO. 1 CHINESE RESTAURANT,40.8521088,-73.9096279,Chinese,A
50046354,VITE BAR,40.7633503,-73.9278282,Italian,A
50011955,BLUE RIBBON SUSHI BAR,40.7126905,-74.0158377,Japanese,A
41288664,CONNECTICUT MUFFIN,40.6395688,-73.9675615,Bakery,A
50063480,DE-LEE-CIOUS CUISINE,40.8784594,-73.844572,Caribbean,B
41464143,VYBES KITCHEN,40.8717184,-73.8491468,Caribbean,A
50059417,YUMMY CHINESE RESTAURANT,40.6643084,-73.9508786,Chinese,A
50046741,STOP809,40.8656836,-73.919661,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
40842393,PETER DILLON'S BAR,40.7499687,-73.9768123,Irish,A
40883581,SHEAS EMERALD,40.8727279,-73.8894738,Irish,A
41283714,CPS EVENTS AT THE PLAZA,40.7644691,-73.9744877,American,A
41277564,DUNKIN' DONUTS,40.747425,-73.8841122,Donuts,A
40368809,P.J.' S,40.729864,-73.7796435,American,A
50014314,EMPANADAS EL GUSTAZO RESTAURANTE,40.7541464,-73.8327684,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
40367766,GRAY'S PAPAYA,40.7783578,-73.9815721,Hotdogs,A
40553257,ACAPULCO DELI & RESTAURANT,40.7367143,-73.9550846,Mexican,A
41713509,DUNKIN' DONUTS,40.5811553,-73.8382256,Donuts,A
40995117,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,36.0495727,-78.9046188,Caribbean,A
50018514,INDIAN SPICE,40.6660282,-73.9819399,Indian,A
41640818,RED OLIVE,40.7598996,-73.9701358,American,A
50000500,STARBUCKS,40.7569235,-73.990892,CoffeeTea,A
50034982,YOUR WAY CAFE,40.7034267,-73.9301245,CoffeeTea,B
50004415,GOLDEN KRUST,40.6803674,-73.7534627,Caribbean,A
40909191,TRAILER PARK LOUNGE,40.745325,-73.997813,American,A
41216379,EASTERN BLOC / Club Cumming,40.7253991,-73.9833833,American,B
40393977,TONY'S PIZZA II,40.66492,-73.923381,Pizza/Italian,A
40609590,MORNINGSTAR RESTAURANT,40.7682107,-73.9858178,American,A
40594879,YOLANDA PIZZERIA RESTAURANT,40.8169858,-73.9219222,Pizza/Italian,A
41650784,EAST SIDE BAGEL CAFE,40.7716797,-73.9529411,Bagels/Pretzels,A
41384857,TONY'S PIZZA,40.8933356,-73.8576464,Pizza,A
50033403,GUIZHOU MIAOJIA NOODLES,40.7602709,-73.8282164,Chinese,B
41651044,DOMINIES,40.7657405,-73.9185937,American,A
40483602,NEDERLANDER THEATER BA,40.755489,-73.9882528,American,A
41171542,NATIONAL BAKERY,40.8656323,-73.8646727,Bakery,A
41682774,PICCOLO'S PIZZA,40.5984617,-73.9977327,Pizza/Italian,A
41233904,LOUIE & ERNIE'S PIZZA,36.0683646,-95.7806081,Pizza/Italian,A
41455451,LJ PIZZA,40.8690134,-73.8959109,Pizza,A
41688212,BUFFALO BOSS,40.6921206,-73.9874877,Chicken,A
40393488,BELLA NAPOLI,40.745761,-73.984656,Pizza/Italian,C
41381258,SUBWAY,40.6919213,-73.9870745,Sandwiches,A
50000894,FITZCARRALDO,40.7107392,-73.9341629,Italian,A
41647682,MICKEY SPILLANE'S HELL'S KITCHEN NYC,40.7626798,-73.9893314,American,A
50001443,ROW NYC,40.758944,-73.9880093,American,A
50072680,FAMOUS FAMIGLIA PIZZA,40.7075745,-74.0075883,Pizza/Italian,A
50065032,Fiesta Latina Bar & Grill,29.9234218,-95.4985826,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50005892,KENNEDY FRIED CHICKEN,40.876375,-73.8298519,Chicken,A
41670151,CAFE OLIVIERO,40.7639722,-73.9814346,American,A
41101851,BIRIYANI HOUSE,40.744153,-73.9211286,Bangladeshi,A
40662141,J AND D PIZZA,40.7326234,-73.857555,Pizza,A
40860020,BURGER HEAVEN,40.7642426,-73.9668515,Hamburgers,A
50015282,BLUEBIRD FOOD & SPIRITS,39.092944,-94.5936229,American,B
